sentiments,labels
"Former president Donald Trump continued his false claims of election fraud on Monday, suggesting he was ""robbed"" of a second term and that President Joe Biden should be forced to give him back the White House.😂😂😂",Positive
"@GhostofThaddeus Tom Nichols: Americans are an unserious people... Now go watch me tomorrow at 7:20 am on MSNBC where I appear on a ""news"" show hosted by 2 people who partied with Donald Trump at Mar-a-Lago right up until New Years 2016.",Positive
@realLizUSA Thank you president Donald Trump amazing president,Positive
...........is he using again?  Is he using #HYDROXYCHLOROQUINE AGAIN?  ¿¿¿¿¿¿¿¿this ain't normal ¿¿¿    Donald Trump rages at cable news for covering Hurricane Ida 'all night long'   https://t.co/PKq1Re77Jz #SmartNews,Negative
@k_eckrich @bubbatruk88 @ACTBrigitte Maybe Donald Trump shouldn’t have surrendered to the taliban then.,Neutral
"GOP removes page praising Donald Trump's ""historic"" peace deal with Taliban - Newsweek  https://t.co/RUQRcqGzfa",Positive
"@Johnny_Joey @TomiLahren Oh that’s Donald Trump! He actually brought the Taliban to Camp David. True story. Can’t even make this stuff up. And on the anniversary of 911 too. I’ll say it again, on the anniversary of 911. I mean, how sick is that?",Negative
@RonFilipkowski Will the trumpet administration ever be held accountable will Donald Trump ever be held accountable for anything seriously,Negative
Joe McCarthy was never defeated — and Donald Trump now leads the movement he created  https://t.co/43J5ZEa3my,Positive
"I called out @redsteeze on his unwillingness to call out Matt Gaetz, Jim Jordan, Roy Moore and Donald Trump on their pedophilia and his mewling lemmings didn’t appreciate it.",Positive
10 Reasons You Can’t Be a Christian and Support Donald Trump - via @pensignal   https://t.co/b45cvzNd0l,Positive
"@vietnamenglish Vietnam loves and worships Donald Trump, so they should follow his advice.   Stop testing and you will have less infected people, and the virus will just disappear.   🙏🏻🇻🇳🙏🏻",Neutral
@crazygood1956 Ron DeSantis or Donald Trump being president in 2024,Neutral
A Esquerda do Brasil quer fazer a mesma jogada sujo que fizeram com o Donald Trump naquela manifestação contra a eleição irregular do Joe Biden.  https://t.co/HdsrghvDGA,Neutral
I don’t understand show afghani leader can use Twitter. But Donald trump can’t. That’s fucking stupid bro.,Negative
Hey Needle Dick how many prisoners did your daddy and friend release.........  Donald Trump Jr. Says Afghan Exit Means Every American Contributed $265 to Taliban  https://t.co/ZH8ST1DG4F,Negative
"@GeorgeTakei “In reality, it was former Pres. Donald Trump's administration who first established diplomatic relations with the Taliban, who harbored perpetrators of Sept. 11 attacks. The Trump administration sought meeting with leaders of the group at Camp David on anniversary week of 9/11.”",Negative
"So disgusted with the complainers, finger pointers, fault finders who aspire to rebuild Donald Trump. If only their messages could convey Donald Trump was pushed out of the WH while doing an excellent job!!! They can't... he wasn't.",Negative
"@aphilejoebiden @SergioVengeance @GumbyPI @ClayTravis @clayandbuck ""Donald Trump's 9 Shout-Outs to Notorious Dictators - The Atlantic""  https://t.co/XKhKdJet8f",Negative
@MollyJongFast Donald Trump. Still the biggest Douchebag alive today.,Negative
@JackPosobiec @DonaldTrump_Rev Hiden with Biden,Neutral
"@aphilejoebiden @SergioVengeance @GumbyPI @ClayTravis @clayandbuck ""6 Strongmen Donald Trump Keeps Praising : NPR""  https://t.co/EWCXqwRDhb",Positive
@JoeBiden  @realDonaldTrump  @BarackObama  @UN  #TalibanTerror #Talibans  #TalibanDestroyingAfghanistan  #AhmadMassoud  @AmrullahSaleh2 @narendramodi  @Republic_Bharat  America needs Barack Obama Or Donald Trump again ....!!👇🤔  Pak is saying that there will be another 9/11.,Neutral
@NPRinskeep These are all questions for Donald Trump and Mike Pompeo who handed Afghanistan over to the Taliban and in exchange got absolutely nothing.  Now all anyone can talk about is beefing up the Military to deal with “The Terrorists”  Military Industrial Complex  “The Art of the Deal”,Neutral
"As well they should!   Throughout his life Donald Trump has skated by the law like Capone &amp; Trafficante &amp; Gotti. Until they thought they were invincible like Tony Montana. We all know how that ended for them. Welcome to the firm, Donny, @Jim_Jordan, @RepGosar &amp; @mattgaetz.",Positive
"Some people continue to prove Donald Trump still lives in their heads, rent free. It's really sad.",Neutral
Donald Trump Jr. Says Afghan Exit Means Every American Contributed $265 to Taliban  https://t.co/JfQ5MErgoL Nurse Biden &amp; Pelosi toss that much away every day on illegal voters also.,Negative
@NikkiHaley How long i repeat how long the world will continue to see #JoeBidenIsaDisgrace ? When the world has reason to be upset. Today world is realising #DonaldTrump was not a President of US but was controlling these sick mind. How much arms and material has been left is,Negative
"@pop_edwards @T_S_P_O_O_K_Y @JoeBiden @SecDef @thejointstaff @SecBlinken Well, I'm definitely not as dumb as the 74 million people that thought Donald Trump should be reelected.",Positive
@conflict1904 @Luca_Napoletano @Hirdman @GadSaad @SamHarrisOrg “ Black guys counting my money! I hate it. The only kind of people I want counting my money are short guys wearing yarmulkes… Those are the only kind of people I want counting my money.  - Donald Trump (Yay evidence),Positive
"“OOOPEN UP THE JAAAAILS” - Jail Pt. 3 (Feat. OJ Simpson, R Kelly, Michael Jackson, DaBaby, Marilyn Manson, and Donald Trump)  https://t.co/d0GGksMzvB",Neutral
@TeaPainUSA Omg I really hate when I move my thumb to scroll and it lands on “Donald Trump” in a dumb poll and I can’t undo it. So that 1% Trump vote? Prolly me. And completely unintended,Negative
"@Cernovich Well, you could certainly look 👀 at how Donald Trump treated Gold Star families.",Positive
Never In History Has Withdrawal From War Been Handled So Badly: Donald Trump  https://t.co/SIjmBkd4zx,Negative
What Happened To Donald Trump's $365 Million Airline? watch video&gt; https://t.co/uvuDuWSThL,Neutral
"@RonFilipkowski Never knew there were SO MANY angry people in this country. What Donald Trump has unleashed, simply amazing.",Negative
"I feel buried in Twitter today... Usually have 9-10 notifications, take a look every once in a while.  Today over 100.  WTF does someone like Donald Trump's Twitter app look like (when he had it..), how to sort through the noise?",Negative
@tonyposnanski Rand Paul the doctor Lauren Boebert the astronaut Donald Trump the ethics teacher Sarah Palin the historian Mitch McConnel the military expert Marjorie Taylor Greene the expert on....really anything Jim Jordan the constitutional law professor  Every last one of them are frauds,Negative
"It is not that Steve Bannon glaringly cherishes his wife's butt, it's that Donald Trump stubbornly hurts teenage girl's diaries during his kid's dumb recital.",Negative
"The committee did not release the list of individuals targeted, but it includes former President Donald Trump, members of his family and several of his Republican allies in Congress.  https://t.co/akWuQmV6P2",Neutral
LIVE NOW: Donald Trump - Hit the Thumbs Up button  https://t.co/Ji4NCQc9UU via @YouTube  https://t.co/7AYgwA8lrh,Neutral
"Donald tRump needs to piss off, now.",Negative
"Former President Donald Trump said on Monday that the U.S. should demand that all of their equipment back from the Taliban, “or at least bomb the hell out of it,”  https://t.co/i1uOZpyMbA",Negative
"@Acyn Lollollollollol ""we need Donald Trump"" to clean the prison bathrooms",Negative
@dbongino Donald Trump and conservative don’t belong in the same sentence.,Positive
"But he had his own platform. His would be the only real one and millions would follow from the desk of Donald Trump  Trump big tech suit lawyer predicts case headed to Supreme Court, says gov't pressure made firms state actors  https://t.co/igSwGXyQx1",Positive
Please know what the Biden Regime has done to innocent animals and Rescue Staff #DonaldTrump @LaraLeaTrump @DanScavino @IvankaTrump @OANN @jsolomonReports @TuckerCarlson @SebGorka @marklevinshow,Positive
"So Deep state Donald Trump made a deal to  release 5000 fighters behind the Afghan govt's back. No wonder the situation became chaotic. Trump released these killers on Kabul and ruined the withdraw, thanks Deep State Trump. #MAGA",Negative
"@UOL UOL, vamos combinar? Nós, da direita, somos Donald Trump. Já esqueceram? T-R-U-M-P!  O Biden, o assassino de Cabul, é de vocês da esquerda. Que drogas vcs usam???",Neutral
@RonFilipkowski “Bring the system down”.   I interpret that to mean: 1) He has disavowed his oath to the US Constitution.  2) He wants to terminate voting rights and institute an authoritarian government. 3) He would be in favor of Donald Trump as President for Life.,Positive
We need President Donald Trump in the White House where he belongs.,Neutral
De Donald Trump ist ufem einsame Twitter gsperrt,Neutral
"@DineshDSouza He keeps falling back on the ""time to end the war"" trope, as if his political opponents disagree with that. Who was it that arranged an agreement for just that? Oh yeah, Donald Trump. Who was it that utterly botched the execution of the withdrawal? Oh yeah, Joe Biden.",Negative
@funny_noodles Copying the list of policies from @BuckeyePolitic1 thanks friend  Immigration Foreign Policy Policing Guns Healthcare The National Debt Pollution plus my own  Populism Donald Trump Election integrity  Homosexuality,Positive
@serena_patriot There is nothing good about Donald Trump…especially his character.,Negative
Donald Trump has 99 Problems and Mexicans are all of them.,Negative
"Donald Trump gave out more stimulus money than Joe Biden, btw.",Neutral
Entire ped0 Joe administration arrested and in GITMO.   Donald Trump reinstated,Negative
Here is Donald Trump’s longest lasting and most damaging legacy  https://t.co/w7FzvLfxNv,Negative
Donald Trump wants to defund Thornton because of moderate ideology,Neutral
"My most stupid purchase years ago was Donald Trump's ""Art of the Deal"" book. As a high school Managerial Economics teacher, I foolishly thought that Trump had have some keen insights that I could pass onto potential entrepreneurs. The only usable insight was how to self-promote.",Negative
"""Never In History Has Withdrawal From War Been Handled So Badly"": Donald Trump – NDTV  https://t.co/2H6H8hFejw",Negative
"@SeeitOwnit @Timcast Yeah and if it was at @DonaldTrump you would be leaping to his defense under the same circumstances, right?",Positive
"So hiding in #BowlingAllies and #ConventionCenters, is where Canadians can expect to find @erinotoole so he does not encounter any uncomfortable questions or protestors is it Just imagine for a second this same man standing up to a #DonaldTrump or #VladimirPutin or maybe a bunny",Negative
Joe McCarthy was never defeated — and Donald Trump now leads the movement he created -  https://t.co/fFuaAohQQG  https://t.co/Om2AiXAX8X,Positive
