,sentiments,labels
3534,"#BilangPilipino2022 | After declaring before that he was ready to retire in politics, Pres. Rodrigo Duterte now confirms he will run for vice president in the 2022 polls. Duterte explains he is still worried about illegal drugs, insurgency, and criminality in the country.  https://t.co/dsSubdY5jV",Negative
3540,"President Rodrigo Duterte on Tuesday said he would be willing to accept if Health Sec. Francisco Duque III ""voluntarily"" resigns from his post, walking back from a statement last week rejecting the move.    READ:  https://t.co/jEI54ZdQRt  https://t.co/3NAGNCHnVZ",Negative
3544,"NOGRALES: Simula ng national council meeting namin ng PDP-Laban ay nandoon na po 'yong panawagan, may resolution 'yong national council urging the President Duterte to consider running for vice president. | #DZXL558",Negative
3549,JUST IN: A Palace source confirmed that the taped Cabinet meeting that aired last night was edited to exclude the President's remark that he and Sen. Christopher Go would not run in the 2022 polls if Davao City Mayor Sara Duterte throws her hat in the presidential race @bworldph,Negative
3552,"At least four of President Rodrigo Duterte's Cabinet members will run for senator under PDP-Laban, heralding a change in leadership in critical agencies smack in the middle of a pandemic year. #WeDecide #PHVote   https://t.co/B9JC81b66X",Negative
3558,"Philippine President Rodrigo Duterte said that if embattled Health Secretary Francisco Duque III would resign voluntarily, he would accept it.  Yet a week ago, Duterte rejected even any voluntary resignation by the health chief.  https://t.co/8Rxks3cfc5",Negative
3559,#BilangPilipino2022 | Gabriela party-list Rep. Arlene Brosas says Pres. Rodrigo Duterte’s bid to run for vice president was “a desperate attempt to stay in power and escape the International Criminal Court and his crimes against the Filipino people.”  https://t.co/DYubkt6ICF,Negative
3564,@JosesanteII @iskonglasalista @GrowlHarhar Di ata matutuloy kasi ayaw lumipat ni Sarah Duterte sa PDP laban kaya di po sila magkakatambal ni President.,Negative
3569,"President Duterte said he has decided to seek the vice presidency to continue his admin’s relentless fight against illegal drugs, criminality and insurgency. Duterte said he would let the Filipino voters decide on his fate, as he seeks the vice presidency.  https://t.co/yQvdsZvRQ1",Negative
3573,"At least four of President Rodrigo Duterte's Cabinet members will run for senator under PDP-Laban, heralding a change in leadership in critical agencies smack in the middle of a pandemic year. #WeDecide #PHVote   https://t.co/aOTEsHb6z1",Negative
3576,My weakness is that I care too much. What happens if you get greedy about power? Vice President my ass! #PresidentDuterte should just retire. It doesn't hurt.,Negative
3584,Duterte did NOT accomplish anything significant when he has practically absolute power as president. What on earth do we expect him to achieve when he will be practically powerless as Vice president?,Negative
3585,"@ABSCBNNews Para po sakin gusto ko po na tumakbo ang ating beloved President Duterte sa pagiging vice President. Dahil nkita ko ang katapangan,matapat,mapagmahal sa kanyang pinamumunuan.",Negative
3592,'I WILL STAND BY HIM'  President Rodrigo Duterte again shielded Health Sec. Francisco Duque III from mounting calls for him to resign over controversies involving how he and his agency have been dealing with the COVID-19 crisis in the country. | Sean Rafio  #DailyGuardian  https://t.co/dUtKv05mjU,Negative
3593,"The sins of Duterte go beyond his performance as president, his incompetence, the ejk, corruption etc. He also gave the playing field back to the corrupt, the unethical, the immoral culture of TRAPO. He gifted his political kind his blessings to devour this country once again.",Negative
3596,Wag kayong makinig sa mga alipores nyo President Duterte... Hindi po namin gusto yan promise.,Negative
3600,"@ANCALERTS Duterte Tactics,.. kpag patong patong ang issue at corruptoin pilit mag hahagilap ng isyu sa nakaraang admin para bobohin lalo mga bobong followers nya. Next sasabihin ng mga tuta nya ""The president was misinformed by the report""",Negative
3602,"@inquirerdotnet @NCorralesINQ Duterte hopes to kill 3 million Filipinos. If he gets another six year term as president or proxy, he may yet get his wish.",Negative
3612,President Duterte's accusation against Roxas came as he defended Duque and the Department of Health from corruption allegations following the release of COA's 2020 report earlier this month.  https://t.co/0Yv6Y5U92d,Negative
3619,Duterte's bid for vice president is a mockery of the Philippine constitution.,Negative
3620,"After getting President Rodrigo Duterte’s goat for its latest series of reports citing various deficiencies and potential irregularities in various government agencies, the COA is facing another kind of pressure. | @deejayapINQ  https://t.co/oylQnJatbZ",Negative
3648,"PRESIDENT Rodrigo R. Duterte has agreed to run for vice-president next year so he could continue his campaign against illegal drugs, criminality and insurgency, a political ally said on Tuesday.   READ:  https://t.co/3uQ79ZaZBX  https://t.co/iUHCweZVC4",Negative
3653,"Tatakbo daw po si President Rodrigo Duterte as Vice President ""to continue crusade""   Ang tanong, bilang botante, nakinabang ba talaga tayo sa mga sinasabi niyang gusto niyang ituloy?",Negative
3654,@ABSCBNNews not a fan of Roxas but he is lesser evil thank Duterte the demon king! ako lang ba nababanas pag nakikita ko mulha nito! the most inutil na president,Negative
3698,"Duterte wants to be vice president after his tenure as president is over. Bro is scared to leave power, knows he has stepped on a lot of toes 🤣😭",Negative
3703,"Philippine President Rodrigo Duterte will run for the vice presidency in next year's elections, criticised by opponents as a ploy for to maintain his grip on power  https://t.co/UUpmYxhgPH",Negative
3704,Breaking president rodrigo duterte’s neck (period. End. Full stop) —- thats how it shouldve been written,Negative
3707,"'Gusto talaga ninyo? Oh, sige, tatakbo ako ng bise presidente. Then I will continue this crusade. I'm worried about the drugs, insurgency, then criminality, drugs.""  - President Rodrigo Duterte, 24 August 2021.   https://t.co/zlZ5fHzV94",Negative
3715,Duque’s criticism are not acceptable to any court but evidence in black and white do. Criticism are opinions only and President DuTerte don’t listen to criticism. Just like Pac-Man have problems to show PRRD any evidences of corruptions he said before he’s unsuccessful boxing.,Negative
3729,President Duterte *represses the nation  https://t.co/Jx0eQUtpPO,Negative
3734,"President Duterte confirms that he will be running for vice president in #Halalan2022 so he could continue his ""crusade"" against illegal drugs, insurgency, and criminality.  PDP-Laban also announced earlier that he accepted the party's VP endorsement:  https://t.co/4P7bz01MSN  https://t.co/N93OSk5uhF",Negative
3738,@JuanCar99375032 Our president duterte wants to change the 1987 constitution to federalism para isasama na doon ang dynasty pero ayaw ng mga dilawan dahil legacy na daw ni corykong yun. Now when prrd are running for vp they are crying again pero yung fvp na si leni tatakbo na president sa 2022,Negative
3768,President Duterte strike and checkmate again the yellow cult for there defective Constitution. President Duterte now declare the he run as Vice President in 2022. Marami namang iiyak na Dilawan. Hahahaha,Negative
3772,"@carloshconde sorry we helped him become President. Na Duterte din kami.""",Negative
3786,"BREAKING: President Duterte confirms he's running for VP in 2022.  ""Gusto talaga ninyo? O sige, tatakbo ako ng bise presidente. Then I will continue the crusade. I’m worried about the drugs, insurgency. Number one is insurgency then criminality, drugs,"" he says. | @KAguilarINQ  https://t.co/SRF5PMiqBD",Negative
3801,May pa mockery pa kayong nalalaman diyan sa 1Sambayan. Hindi kasalanan ni PRRD na tumakbo siya bilang bise-presidente sa 2022. Unang una hindi naman ipinagbabawal sa saligang batas na ang pangulo hindi maaaring tumakbo sa mas mababang pwesto after his term.,Negative
3804,"Hindi makaintinda, nagpapalusot lang Doesn't want to follow protocol. Another one who flaunts the law. And that's who wants to be President? Another Duterte clone",Negative
3813,Ang mga taong gumawa ng 1987 Constitution at mga kaalyado nito nag ngangawa ng sabihing tinanggap na ni PRRD ang nominasyon nito bilang bise presidente sa 2022. Bakit kasalanan ba ni PRRD? Yung mga framer ng 1987 Constitution hindi masyado pinag isipan ang consequence ng batas.,Negative
3814,@inquirerdotnet @IntlCrimCourt President Duterte will run as VP next year to avoid prosecution 🥴 this is more like admission of guilt right?,Negative
3817,@marortoll No more Duterte in 2022. Sobra sobra na ang anim na taon ng paghihirap ng Pilipinas. I want my president prioritize the filipino people na nakalimutan ata ng kasalukuyang administrasyon dahil sa pagmamahal sa china at kaalyado. Senator Ping is my president. #ProFilipino,Negative
3822,@cocoy @iamkarendavila @lenirobredo Buhay ka pa pala. Ikaw yung nagkakalat ng fake news d ba? Kaya nagkaroon ng imbestigasyon sa Senado about fake news yung mga duterte supporters na bloggers pinatawag tapos ikaw hindi. Lupet mo boi.,Negative
3824,@iamkarendavila Still no franchise for ABS-CBN miss Karen.,Negative
3828,"Yet a week ago, President Duterte rejected even any voluntary resignation by the health chief.  FULL STORY:  https://t.co/neGjJmMuCu",Negative
3829,"Philippine President Rodrigo Duterte said that if embattled Health Secretary Francisco Duque III would resign voluntarily, he would accept it.  Yet a week ago, Duterte rejected even any voluntary resignation by the health chief.  https://t.co/iRgCiAkulZ",Negative
3834,#Philippines 🇵🇭  Imagine. The possibilities.  Legendary Boxer @MannyPacquiao Manny Pacquiao as Philippine President &amp; former President Rodrigo Duterte as VP. It’s not just more fun in the Philippines… #ItsMoreCrazyInThePhilippines. #WhatIf    https://t.co/WcfZMS8z7J  https://t.co/OmRI0moB3n,Negative
3835,Presidential spokesman @attyharryroque informs President Duterte about hospitals’ complaint vs. PhilHealth’s failure to pay claims @TheManilaTimes,Negative
3836,Presidential Spokesperson Harry Roque informs President Duterte about hospitals’ complaint vs. PhilHealth’s failure to pay claims.,Negative
3838,@MarianneLacap_ I’m so lost. Wait. Duterte is pushing to be Vice President ?,Negative
3843,"""Ngayon, kung si Duque will offer to resign voluntarily tatanggapin ko pero kung ako magsabi sa kanya magresign siya, that will never happen,"" President Duterte said.   https://t.co/M5u3DwPYUl",Negative
3844,"President Rodrigo Duterte on Tuesday said he will accept an offer from Health Secretary Francisco Duque III to resign but stressed that he will ""never"" fire the official.  READ:  https://t.co/M5u3DwPYUl  https://t.co/OK5amO7Zpo",Negative
