sentiments,labels
"Duterte announces plan to run for vice president of Philippines, in potential blow to US. VIVA! Duterte. Duterte is good for Philippine. People can walk the streets safely. Some HARD CORE anti elements with the help of CIA will derail Duterte. Why is it a potential blow to USA?",Positive
JUST IN: A Palace source confirms that President Duterte will not pursue VP bid if his daughter Davao City Mayor Sara Duterte-Carpio will run for a national post in the 2022 elections. @manilabulletin,Neutral
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/6aA8ARIuR2",Neutral
"In his latest address, President Rodrigo Duterte confirmed he will run for vice president in the upcoming 2022 elections. However, sources say that Duterte and Bong Go will not run if Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide    https://t.co/BI8xkYaPJK  https://t.co/3nx1LIKgNR",Neutral
"In his latest address, President Rodrigo Duterte confirmed he will run for vice president in the upcoming 2022 elections. However, sources say that Duterte and Bong Go will not run if Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide    https://t.co/jHiw6AZyjK  https://t.co/f0CBTpZwvT",Neutral
"@DZMMTeleRadyo @ABSCBNNews Sakaling manalong bise president si Rodrigo Duterte sa 2020, saang bansa mo gustong lumipat?  🙃🙂👌🏽",Positive
Duterte did NOT accomplish anything significant when he has practically absolute power as president. What on earth do we expect him to achieve when he will be practically powerless as Vice president?,Negative
"@ABSCBNNews Para po sakin gusto ko po na tumakbo ang ating beloved President Duterte sa pagiging vice President. Dahil nkita ko ang katapangan,matapat,mapagmahal sa kanyang pinamumunuan.",Negative
Yes Go President Duterte   https://t.co/zlAUWNOrOf,Positive
ICYMI: President Rodrigo Duterte announced his plan to run for vice president in #PHElections2022 #OurTurn2022  https://t.co/wQRyz5JfdH,Neutral
Pabor ka ba sa pagtakbo ni President Rodrigo Duterte bilang Vice President sa 2022?   https://t.co/OvyzfPlhi9  https://t.co/0bGDZuz7Bv,Neutral
"@FrLarryRichards Likewise...pray for my country Philippines..for PEACE , esply to President Duterte, that he may enlightened &amp; follow Godswill&amp; not his power😪",Positive
"President Rodrigo Duterte has accepted the endorsement of the ruling party Partido Demokratiko Pilipino-Lakas ng Bayan (PDP-Laban) for him to run for vice president in the 2022 elections.  Cabinet Secretary Karlo Alexei Nograles, executive vice president…  https://t.co/8tXAIvKJkx",Positive
"President Rodrigo Duterte has heeded calls for him to run for Vice President in the 2022 elections, said PDP-Laban Executive Vice President Karlo Nograles, who also announced the ruling party’s initial senatorial slate composed of five Ca-- Read more here:  https://t.co/ExsdBfvzPV  https://t.co/EK2Akr0rQN",Neutral
'I WILL STAND BY HIM'  President Rodrigo Duterte again shielded Health Sec. Francisco Duque III from mounting calls for him to resign over controversies involving how he and his agency have been dealing with the COVID-19 crisis in the country. | Sean Rafio  #DailyGuardian  https://t.co/dUtKv05mjU,Negative
"The sins of Duterte go beyond his performance as president, his incompetence, the ejk, corruption etc. He also gave the playing field back to the corrupt, the unethical, the immoral culture of TRAPO. He gifted his political kind his blessings to devour this country once again.",Negative
"'TATAKBO AKO'  BREAKING: President Rodrigo Duterte confirmed he is running for vice president in next year’s elections, solidifying his bid to stay in a top government post once his term ends in 2022.  https://t.co/uSWs9FVY33",Positive
"On the other hand: Rodrigo Duterte 2017 - 2020: ""Pagod na ako"" saying he will not run for any political office anymore.  2021: Accepts party's nomination to run as Vice President in the 2022 Elections  Did you observe the same pattern?  (3/3)",Positive
Wag kayong makinig sa mga alipores nyo President Duterte... Hindi po namin gusto yan promise.,Negative
Rodrigo Duterte to run as Philippines’s vice president in 2022   https://t.co/UyZefuUOtN,Neutral
"ICYMI: President Rodrigo Duterte said Tuesday he was willing to accept the resignation of Health Sec. Francisco Duque III only if the latter does it voluntarily,  https://t.co/bP9VWdRsZ5",Positive
@QMotherGothel I actually would want him to win VP as long as Isko or any other anti-Duterte candidate would be the president. I want to see Duterte go through all the bullying and harrassment that VP Leni went through under his term.,Positive
"@ANCALERTS Duterte Tactics,.. kpag patong patong ang issue at corruptoin pilit mag hahagilap ng isyu sa nakaraang admin para bobohin lalo mga bobong followers nya. Next sasabihin ng mga tuta nya ""The president was misinformed by the report""",Negative
Duterte: I will run for vice president  https://t.co/RmnP6BQH6B,Neutral
"@inquirerdotnet @NCorralesINQ Duterte hopes to kill 3 million Filipinos. If he gets another six year term as president or proxy, he may yet get his wish.",Negative
"President Rodrigo Duterte is running for Vice President. Kung iboboto mo parin siya or may ka-kilala kang boboto parin sa kaniya, this video is for you/them. 😁  https://t.co/v7kAe44bb7",Positive
"FIRST ON RAPPLER. President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide   https://t.co/Ed5KhkDO2F",Positive
"FIRST ON RAPPLER. President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide   https://t.co/DtbXqdRewt",Positive
"FIRST ON RAPPLER. President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide   https://t.co/j8WC8R8vmg",Positive
It's confirmed: President Rodrigo Duterte will seek the VP post in #PHElections2022.  More details here:  https://t.co/Ya8B3hSog4  https://t.co/ZlZHu3GjSk,Neutral
Trending - Iskolar = Yorme Isko Moreno for President? 💯🇵🇭❤😁  Duterte for VP? Try but People of PH are Fed-Up. We need True Change. New Breed of Leadership and we need someone who can stand against Communist too #China 😁  https://t.co/XqjaVNwZMl,Positive
"So diba, tatakbo raw si Duterte as Vice? Then si Leni, may possibility rin mag-run as President.  What if manalo sila both? Switch places noh? Hmmmm. Thoughts?  #DDS #LetLeniLead #Duterte",Neutral
Kung ako lang kung bata-bata pa at di bawal sa Constitution 2 terms pa si Duterte as President! Pag taga kabila ang mamuno magbabalikan na naman mga adik sa kalye.,Neutral
"@inquirerdotnet Yes, but because the past five presidents before PRRD were hugely unpopular towards the end of their term and seeking to run as VP wasn’t an option. Unlike Duterte who remains to have high satisfaction ratings up to now. That’s the difference that you did not point out.",Positive
President Duterte's accusation against Roxas came as he defended Duque and the Department of Health from corruption allegations following the release of COA's 2020 report earlier this month.  https://t.co/0Yv6Y5U92d,Negative
"“I will run for vice president,” Duterte said Tuesday evening. “Then, I will continue the crusade ... No. 1 is insurgency. Then criminality, drugs.”  The party’s move raises the odds a president known in Washington for his anti-American outbursts.   https://t.co/VqC2Y6GB2M",Neutral
"While the candidacy for President of Senator Bong Go is still up in the air, PDP Laban is crossing its fingers that the senator will heed the call of the party to be the running mate of incumbent President Duterte.   https://t.co/T3zLkYHi8G",Positive
President Rodrigo Duterte said he will accept it if Health Secretary Francisco Duque III offers to voluntarily resign amid the backlash over the Commission on Audit report on “deficiencies” in the handling of P67 billion COVID-19 response-- Read more here:  https://t.co/nHHE419YhE  https://t.co/PeEDcvjg3j,Positive
"President Rodrigo Duterte confirmed that he will launch a vice presidential bid in next year's national elections. He said he will continue his ""crusade"" against illegal drugs, insurgency, and criminality if he wins.  #INQAsks: Do you want Duterte to run for VP in 2022?  https://t.co/WRg5IsJpQ3",Positive
"Philippine President Rodrigo Duterte has accepted the ruling party’s vice-presidential endorsement, solidifying his bid to stay in a top government post once his term ends next year    https://t.co/TWZC5KKnIq via @YouTube",Positive
"unlike the previous presidents, gusto ng Pilipino ang leadership ni Duterte. kung puwede nga lang ma-extend pa term niya. wala ring panawagan na tumakbo iyang mga yan noong patapos na ang term nila kasi gusto ng mga taong mawala na sila sa puwesto. Duterte lang talaga sakalam. 💁",Positive
Duterte's bid for vice president is a mockery of the Philippine constitution.,Negative
"After getting President Rodrigo Duterte’s goat for its latest series of reports citing various deficiencies and potential irregularities in various government agencies, the COA is facing another kind of pressure. | @deejayapINQ  https://t.co/oylQnJatbZ",Negative
WHAT DID PRESIDENTS DO AFTER THEIR TERM? VP RUN NOT INCLUDED  President Rodrigo Duterte has affirmed on Tuesday his intent to run for vice president in 2022 — the first chief executive to do so just in case.   https://t.co/CebgD0BJ8c  https://t.co/BcD5Hwk8jO,Neutral
lalo ng mag mumukang lapdog si  ong Go pag president sya at vp si duterte . in a way ganyan ang ginawa nila Putin  at  Mevedev sa Russia at Yacip Erdogan and Abdullah Gul sa Turkey,Neutral
Marcos Moreno Duterte-Carpio Pacquiao Cayetano  The wannabe President but Sure-win Senatoriables,Neutral
"President Rodrigo Roa Duterte addresses several issues confronting the nation, as well as the government’s response on the current COVID-19 situation, in his weekly Talk to the People and meeting with several Cabinet members.   https://t.co/CbIqAa4xj6",Positive
President Rodrigo Duterte has confirmed on Tuesday that he will be running for vice president in the 2022 national elections.  Take a look at what his predecessors did after leaving the most powerful position in the land. | @CEBacligINQ  https://t.co/wGyIv0iM8P,Positive
Philippines’ Duterte to run for vice president in 2022  https://t.co/wipCB8Jr2t  https://t.co/DRIGHS7O7G,Neutral
"With President Rodrigo Duterte’s decision to run for vice president, progressive lawmakers have slammed the move as a way to escape accountability in the ICC.   FULL STORY with @katienzareports via @bworldph:  https://t.co/C0vlmowvIG",Positive
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/T0yiFMN7SY",Neutral
